name_1,name_2,one_city,us_state,user_trns_count,user_amount_mean,user_amount_median,user_amount_std,user_amount_min,user_amount_max,user_first_time,user_last_time,user_active_days,user_trns_per_day
Frank,Key,Pewee Valley,KY,639,4.285041441706825,46.07,206.28314046724964,1.04,3856.42,2019-01-02 01:07:00,2020-03-08 23:05:00,431,1.482598607888631
Frederick,Robinson,Livonia,MI,332,4.004723539913814,28.795,71.97478382260513,1.12,520.3,2019-01-01 16:22:00,2020-03-10 08:54:00,433,0.766743648960739
Gabriella,Jordan,Howes Cave,NY,293,4.329779499500021,44.84,139.60222779346944,1.2,1171.78,2019-01-01 04:24:00,2020-03-07 12:25:00,431,0.679814385150812
Gail,Weaver,New Ellenton,SC,975,4.078866243407119,38.13,99.27420902209427,1.01,1143.77,2019-01-01 15:17:00,2020-03-09 10:09:00,432,2.2569444444444446
Gary,Barnes,Smackover,AR,909,3.9690733704045016,35.5,88.3951465850747,1.0,1365.97,2019-01-01 14:46:00,2020-03-10 14:54:00,434,2.0944700460829493
Gary,Hall,Allentown,NY,650,4.254367854565388,43.005,105.46333696399712,1.03,941.0,2019-01-01 07:57:00,2020-03-09 23:39:00,433,1.5011547344110854
Gary,Martinez,Reno,NV,1843,3.958140972117234,22.74,129.7575731920689,1.0,3069.89,2019-01-01 02:26:00,2020-03-10 00:59:00,433,4.25635103926097
George,Floyd,Hazel,KY,328,4.637668660315009,76.375,122.23339619300368,22.52,1174.68,2019-01-01 09:27:00,2020-03-10 15:43:00,434,0.7557603686635944
George,Smith,Dallas,TX,624,4.328338648375958,46.45,258.7827249411565,1.06,5940.23,2019-01-01 03:56:00,2020-03-10 11:57:00,434,1.4377880184331797
Gerald,Anthony,Monetta,SC,293,4.114281022494926,50.83,60.012812688502294,1.06,525.59,2019-01-03 02:14:00,2020-03-10 13:38:00,432,0.6782407407407407
Gerald,Frank,Des Moines,IA,317,4.136740585447758,35.25,130.72882212909803,1.04,1012.71,2019-01-02 15:10:00,2020-03-10 05:14:00,432,0.7337962962962963
Gina,Gomez,Stirling,NJ,958,4.117390454197809,39.675,80.8494174113899,1.01,1196.15,2019-01-01 14:34:00,2020-03-10 10:11:00,433,2.212471131639723
Gina,Grimes,Clarks Mills,PA,1723,4.384393607734179,51.97,434.77928087878695,1.02,17897.24,2019-01-01 16:37:00,2020-03-10 16:04:00,433,3.979214780600462
Gina,Morrison,Allentown,PA,1280,3.872697774313053,22.415,144.78965054355402,1.02,4416.47,2019-01-01 00:27:00,2020-03-10 15:36:00,434,2.9493087557603688
Gloria,Wallace,Center Tuftonboro,NH,602,4.317387554770591,35.715,489.71822368302475,1.01,11872.21,2019-01-01 09:42:00,2020-03-09 20:11:00,433,1.3903002309468822
Grace,Williams,Plantersville,AL,1295,4.050011477527454,33.31,113.40889342909537,1.0,2723.39,2019-01-01 23:20:00,2020-03-10 12:22:00,433,2.9907621247113165
Greg,Villarreal,Schaefferstown,PA,1232,4.614692882664522,75.56,107.55757464779688,22.95,1090.18,2019-01-01 08:16:00,2020-03-10 09:43:00,434,2.838709677419355
Gregory,Graham,Methuen,MA,1239,3.953021488005429,34.19,69.29084887951198,1.01,675.75,2019-01-01 00:13:00,2020-03-10 09:06:00,434,2.8548387096774195
Gregory,Wallace,Saint James City,FL,968,4.179510961771919,39.735,140.75415825325175,1.0,1960.29,2019-01-01 10:30:00,2020-03-09 21:25:00,433,2.235565819861432
Gregory,Webster,Syracuse,MO,306,4.26705352614841,43.92,103.54415045105891,1.33,840.76,2019-01-02 02:57:00,2020-03-10 13:21:00,433,0.7066974595842956
Gregory,Wood,Akron,OH,291,4.429680906047689,46.18,486.3282693522583,1.08,8296.8,2019-01-03 00:51:00,2020-03-09 07:06:00,431,0.6751740139211136
Guy,Thompson,Ravenna,NE,320,4.667195590955429,76.155,134.38522932575782,7.04,1116.8,2019-01-01 00:49:00,2020-03-10 14:39:00,434,0.7373271889400922
Hailey,Rhodes,Michigan,ND,304,4.0683483865466465,28.945,119.54623988724427,1.0,1139.01,2019-01-06 23:36:00,2020-03-10 12:33:00,428,0.7102803738317757
Haley,Wagner,Annapolis,MD,335,4.097390664407243,48.81,62.97332792241279,1.16,406.65,2019-01-01 06:25:00,2020-03-10 16:07:00,434,0.771889400921659
Hannah,Knight,Louisville,KY,330,4.462507008795247,58.1,151.83574206685742,1.03,1301.64,2019-01-07 04:52:00,2020-03-06 15:06:00,424,0.7783018867924528
Hannah,Thomas,Hedley,TX,641,4.11337272147368,30.54,139.80338542707085,1.05,2283.19,2019-01-03 14:45:00,2020-03-10 04:20:00,431,1.4872389791183294
Harry,Mckee,Port Charlotte,FL,627,4.2596111753657,35.62,186.212354319755,1.0,2685.35,2019-01-05 08:40:00,2020-03-09 15:36:00,429,1.4615384615384615
Hayden,Sanders,Montandon,PA,937,4.544084565452086,75.87,87.84286301951938,7.64,1009.68,2019-01-01 08:32:00,2020-03-10 14:20:00,434,2.1589861751152073
Heather,Chase,Manor,PA,612,4.290794016741257,42.66,128.0686658604912,1.18,1329.24,2019-01-01 00:05:00,2020-03-10 14:48:00,434,1.4101382488479262
Heather,Hines,Pomona,NY,632,4.194118536988751,45.785,97.88319734879875,1.02,1010.82,2019-01-01 02:10:00,2020-03-10 03:17:00,434,1.456221198156682
Heather,Roberts,Bethel Springs,TN,618,4.285352661247982,50.585,122.70428545705018,1.01,1350.8,2019-01-01 07:34:00,2020-03-10 08:28:00,434,1.423963133640553
Heather,Stanton,Republic,MI,323,4.132820276967661,35.49,113.66208392003435,1.24,1022.06,2019-01-01 00:22:00,2020-03-10 14:06:00,434,0.7442396313364056
Helen,Campbell,Browning,MO,971,4.177764433388292,39.73,120.08001870955093,1.02,2105.36,2019-01-01 03:56:00,2020-03-09 06:16:00,433,2.2424942263279446
Holly,Mann,Nokomis,IL,305,4.574640670133548,58.89,152.4265910439725,1.01,1696.7,2019-01-01 18:37:00,2020-03-09 12:30:00,432,0.7060185185185185
Ian,Patton,Helm,CA,1214,4.5539818024242695,75.57,90.47188194727782,9.1,820.01,2019-01-02 13:51:00,2020-03-09 07:30:00,431,2.816705336426914
Jack,Hill,Grenada,CA,943,4.379350735270976,41.78,387.05301648351247,1.01,11422.83,2019-01-01 01:41:00,2020-03-10 11:59:00,434,2.172811059907834
Jackie,Davis,Redford,MO,1547,4.1300252958540735,35.86,179.97868165515536,1.0,4950.99,2019-01-02 04:05:00,2020-03-10 15:14:00,433,3.5727482678983833
Jacob,Dawson,Marienville,PA,909,4.087868190180433,45.93,69.91174167013988,1.18,659.14,2019-01-01 08:23:00,2020-03-10 15:51:00,434,2.0944700460829493
Jacob,Patel,Dieterich,IL,946,4.120345897119461,38.415,103.3611482698732,1.04,2012.72,2019-01-01 17:22:00,2020-03-10 06:02:00,433,2.184757505773672
Jacob,Snow,Madisonville,LA,8,6.508890217569595,910.935,388.85964090759757,9.4,981.32,2019-02-02 02:04:00,2019-02-03 23:26:00,1,8.0
Jacob,Weber,Utica,KS,1264,4.070162644626779,38.2,80.63672320192646,1.01,949.79,2019-01-01 05:52:00,2020-03-10 13:32:00,434,2.912442396313364
Jacqueline,Allen,Greenwood,IN,632,4.249232537991829,49.75,115.73950652870306,1.12,1432.8,2019-01-01 02:47:00,2020-03-10 11:17:00,434,1.456221198156682
Jacqueline,Caldwell,Riverview,MI,292,4.485898671521214,48.03,119.3436444864365,1.37,965.17,2019-01-01 06:33:00,2020-03-09 16:23:00,433,0.674364896073903
Jacqueline,Curry,Marathon,TX,1256,4.045109713207756,36.495000000000005,121.32616084364271,1.01,2629.89,2019-01-01 04:42:00,2020-03-10 01:13:00,433,2.9006928406466512
Jacqueline,Howard,Delhi,LA,949,4.1972505928574675,51.09,105.33058313136728,1.05,1476.18,2019-01-01 04:02:00,2020-03-10 04:25:00,434,2.186635944700461
Jacqueline,Johnson,Ridge Spring,SC,7,6.469615698540715,713.79,291.3894995166632,317.33,1079.14,2019-08-24 03:17:00,2019-08-25 23:37:00,1,7.0
Jacqueline,Marsh,Dunlevy,PA,1244,4.254903922964913,40.345,299.77097256290335,1.03,9092.75,2019-01-01 01:26:00,2020-03-09 12:46:00,433,2.8729792147806004
Jacqueline,Prince,Metairie,LA,638,4.2800522725902175,50.455,262.74931166745995,1.01,6337.25,2019-01-02 19:00:00,2020-03-09 23:38:00,432,1.4768518518518519
Jacqueline,Washington,Umatilla,FL,645,4.534730753786338,50.47,132.8083601138454,1.01,1139.36,2019-01-01 10:21:00,2020-03-09 21:57:00,433,1.489607390300231
James,Baldwin,Winfield,WV,1551,4.1275050449044555,38.01,155.68803632176812,1.01,3711.76,2019-01-01 17:36:00,2020-03-09 16:05:00,432,3.5902777777777777
James,Bishop,Cecilton,MD,882,4.2560117874749945,38.685,123.8520889866958,1.0,1140.6,2019-01-01 22:54:00,2020-03-10 16:00:00,433,2.0369515011547343
James,Cooper,Huntsville,AL,1510,4.1468090358535825,36.125,194.12922203637274,1.04,4785.45,2019-01-01 01:45:00,2020-03-10 15:41:00,434,3.47926267281106
James,Greene,Quanah,TX,918,4.153521171331389,26.81,238.17850490704924,1.0,4830.66,2019-01-01 17:14:00,2020-03-10 01:33:00,433,2.120092378752887
James,Hunt,Pointe Aux Pins,MI,1226,4.554326176764855,76.00999999999999,85.39140457397504,8.84,590.39,2019-01-01 00:39:00,2020-03-10 12:07:00,434,2.824884792626728
James,Leon,Alexandria,VA,625,3.985056938150815,33.98,111.45200412465243,1.01,1465.48,2019-01-01 09:28:00,2020-03-09 08:14:00,432,1.4467592592592593
James,Lynch,Utica,PA,928,4.544240203706912,75.76,87.437061490624,24.46,797.55,2019-01-01 15:41:00,2020-03-10 03:50:00,433,2.143187066974596
James,Reese,Sontag,MS,1248,4.18653775835147,35.905,157.69918216748886,1.02,4136.2,2019-01-01 02:23:00,2020-03-10 15:40:00,434,2.8755760368663594
James,Stephens,Ruckersville,VA,1615,4.245093975573151,37.41,335.13222234310194,1.03,12025.3,2019-01-01 06:56:00,2020-03-10 16:04:00,434,3.7211981566820276
James,Strickland,Spring Church,PA,874,4.292239148651583,55.595,70.84435156753969,1.0,769.26,2019-01-01 18:52:00,2020-03-09 22:19:00,433,2.0184757505773674
James,Taylor,Oakton,VA,7,6.430511790804575,742.05,387.7534675292439,14.39,1078.83,2019-10-26 02:03:00,2019-10-26 23:49:00,1,7.0
James,Yoder,Clune,PA,627,4.671667612575797,76.57,127.88397426029196,8.27,1203.86,2019-01-04 03:02:00,2020-03-10 11:48:00,431,1.4547563805104409
Jamie,Carr,Lawn,PA,1198,4.0723862575294,29.835,141.15958515347413,1.02,2287.63,2019-01-01 14:54:00,2020-03-10 05:38:00,433,2.766743648960739
Jamie,Olson,River,KY,915,4.118682764866657,39.14,95.74022305358756,1.02,1639.0,2019-01-01 11:03:00,2020-03-10 04:41:00,433,2.113163972286374
Jamie,Robinson,Sturgis,MS,958,4.219865924196026,35.870000000000005,145.73570565865487,1.05,2180.1,2019-01-01 13:27:00,2020-03-10 04:02:00,433,2.212471131639723
Janet,Carpenter,Laramie,WY,1243,4.505995202308479,52.96,127.88062874595857,1.0,1934.26,2019-01-01 06:48:00,2020-03-09 14:48:00,433,2.8706697459584296
Janet,Turner,Shields,ND,1807,4.058240426341611,32.04,144.82657940076422,1.0,4026.86,2019-01-01 14:50:00,2020-03-10 12:07:00,433,4.173210161662817
Jared,Camacho,Canton,OH,606,4.225233853707946,50.45,98.96717938350282,1.04,978.39,2019-01-01 13:08:00,2020-03-10 13:07:00,433,1.3995381062355658
Jared,Velazquez,Matawan,NJ,1227,4.137691418753677,35.01,127.93023306594357,1.02,1948.23,2019-01-01 23:57:00,2020-03-10 14:22:00,433,2.8337182448036953
Jared,Walters,Cord,AR,1226,4.040536158884491,36.745,81.64598068962397,1.0,1264.61,2019-01-01 09:41:00,2020-03-10 10:38:00,434,2.824884792626728
Jasmine,Foster,Phil Campbell,AL,622,4.356640187183324,55.54,145.5043862129303,1.01,1701.6,2019-01-03 14:51:00,2020-03-10 15:04:00,432,1.4398148148148149
Jasmine,Wade,Providence,RI,332,4.084018337436487,14.600000000000001,140.87697220651245,1.04,1024.21,2019-01-01 14:49:00,2020-03-09 20:15:00,433,0.766743648960739
Jason,Farmer,Ragland,AL,298,4.154922861081185,35.52,137.32205354286734,1.11,1434.29,2019-01-04 19:58:00,2020-03-09 04:10:00,429,0.6946386946386947
Jason,Gray,Amorita,OK,317,4.157432406241932,32.88,110.51249144065655,1.08,1053.93,2019-01-01 06:48:00,2020-03-10 14:45:00,434,0.7304147465437788
Jason,Hernandez,Hewitt,WI,1193,4.51054922377382,76.21,77.28180418568621,21.84,861.45,2019-01-01 08:35:00,2020-03-10 15:22:00,434,2.748847926267281
Jason,Mcmahon,Springfield,VA,919,4.224721160534691,47.27,161.830018793075,1.04,3363.64,2019-01-03 03:01:00,2020-03-10 05:54:00,432,2.127314814814815
Jason,Murphy,Collettsville,NC,909,4.601172657552675,75.61,103.43756477569426,7.03,1092.68,2019-01-01 12:51:00,2020-03-10 09:22:00,433,2.0993071593533488
Jason,Singh,Murrayville,IL,1449,4.294902414878819,52.58,89.02000069053024,1.01,1143.24,2019-01-01 01:50:00,2020-03-10 04:57:00,434,3.338709677419355
Jeff,Elliott,Columbia,SC,931,4.2919049183151925,52.74,126.60081836841674,1.0,2099.97,2019-01-02 10:59:00,2020-03-10 15:40:00,433,2.1501154734411085
Jeffery,Brown,West Eaton,NY,625,4.4339904242293,43.14,581.4688031174898,1.0,14467.64,2019-01-01 21:12:00,2020-03-10 04:39:00,433,1.443418013856813
Jeffery,Sanders,Cardwell,MO,302,4.108413996100537,37.14,106.66459123145674,1.2,1464.06,2019-01-01 02:28:00,2020-03-10 13:29:00,434,0.695852534562212
Jeffrey,Krause,New Franken,WI,284,3.9952204283919173,33.815,90.72539844960258,1.0,969.99,2019-01-11 21:21:00,2020-03-08 22:06:00,422,0.6729857819905213
Jeffrey,Lewis,Palermo,ND,978,4.588075618646694,76.28,94.75028570398992,19.39,609.59,2019-01-02 05:40:00,2020-03-10 08:20:00,433,2.258660508083141
Jeffrey,Munoz,Cedar,MI,924,4.096351925628766,36.195,144.49257276742082,1.03,3463.07,2019-01-01 18:48:00,2020-03-10 13:30:00,433,2.1339491916859123
Jeffrey,Powers,North Augusta,SC,934,4.259094272555017,53.849999999999994,104.46743892901802,1.04,1038.2,2019-01-03 18:38:00,2020-03-10 07:37:00,431,2.1670533642691416
Jeffrey,Rice,Moulton,IA,963,4.240205226220733,35.81,267.7054512241728,1.0,7812.76,2019-01-01 00:14:00,2020-03-10 13:10:00,434,2.21889400921659
Jeffrey,Smith,Bridger,MT,1237,4.556769016481871,75.94,87.41963218766324,22.33,597.72,2019-01-01 02:36:00,2020-03-09 17:34:00,433,2.856812933025404
Jeffrey,Smith,Sula,MT,902,4.269159572292641,50.345,84.43219251166863,1.01,1067.49,2019-01-01 14:40:00,2020-03-10 13:46:00,433,2.0831408775981526
Jeffrey,Vargas,Bolton,NC,1288,4.169194882990497,40.55,105.48943864684499,1.0,1456.3,2019-01-02 01:34:00,2020-03-10 14:36:00,433,2.97459584295612
Jeffrey,White,Tuscarora,MD,332,4.572234619613298,75.66499999999999,103.23436446716978,12.71,958.65,2019-01-06 07:13:00,2020-03-10 00:57:00,428,0.7757009345794392
Jenna,Brooks,Baton Rouge,LA,1897,4.545467019443333,53.7,207.63662800053157,1.01,7486.04,2019-01-01 00:23:00,2020-03-10 16:04:00,434,4.370967741935484
Jennifer,Banks,Moravian Falls,NC,1268,4.4727584007090835,51.82,138.99288351900518,1.02,2181.32,2019-01-01 16:53:00,2020-03-10 14:46:00,433,2.928406466512702
Jennifer,Bishop,Houston,TX,963,4.547678676546021,54.79,143.9245496446767,1.0,2711.53,2019-01-01 07:57:00,2020-03-10 14:17:00,434,2.21889400921659
Jennifer,Black,Thomas,WV,1895,4.0475675549883094,35.29,146.70311551351824,1.0,4772.77,2019-01-01 08:42:00,2020-03-10 14:56:00,434,4.3663594470046085
Jennifer,Carrillo,Manquin,VA,292,4.497342016302762,62.07,138.22302068721024,1.12,1148.15,2019-01-01 13:47:00,2020-03-08 09:35:00,431,0.6774941995359629
Jennifer,Conner,Dublin,PA,353,4.20170435278484,38.53,109.19422455092048,1.12,1072.86,2019-01-01 00:04:00,2020-03-09 07:21:00,433,0.815242494226328
Jennifer,Garcia,Putnam,IL,310,4.352211965023645,45.09,146.32983144662052,1.05,1466.68,2019-01-01 18:05:00,2020-03-10 14:14:00,433,0.7159353348729792
Jennifer,Gonzalez,Jelm,WY,912,4.058889702549584,30.545,151.72748552403507,1.04,3595.61,2019-01-02 09:06:00,2020-03-09 19:56:00,432,2.111111111111111
Jennifer,Johnson,Morven,NC,6,6.3515428596786085,603.235,421.4113904329909,11.58,968.99,2019-07-11 01:05:00,2019-07-12 23:08:00,1,6.0
Jennifer,Jones,Waupaca,WI,914,4.29926605704866,50.825,246.605943118916,1.01,6423.02,2019-01-01 15:38:00,2020-03-10 08:22:00,433,2.1108545034642034
Jennifer,Scott,Naples,FL,307,4.394890204297268,54.82,145.4656619152376,1.15,1308.59,2019-01-04 09:19:00,2020-03-10 14:50:00,431,0.7122969837587007
Jennifer,Scott,Randolph,OH,613,4.37000503093306,37.93,367.8781449527833,1.05,8762.37,2019-01-01 14:25:00,2020-03-08 13:36:00,431,1.4222737819025522
Jennifer,Spencer,Amanda,OH,947,4.424374813506973,48.61,112.39091325780117,1.04,1165.35,2019-01-01 14:07:00,2020-03-10 10:39:00,433,2.187066974595843
Jennifer,Vance,Rhame,ND,879,4.128758629486516,40.51,103.97510206916971,1.0,1528.61,2019-01-01 05:52:00,2020-03-10 14:27:00,434,2.025345622119816
Jennifer,Vega,Eagarville,IL,635,4.20356047093744,39.98,110.63837127415462,1.01,1049.94,2019-01-01 18:15:00,2020-03-10 04:00:00,433,1.466512702078522
Jeremy,Chavez,Mesa,AZ,8,6.203185609475858,335.405,350.834480771509,10.46,951.95,2019-03-14 00:55:00,2019-03-15 01:07:00,1,8.0
Jeremy,Jones,Vinton,CA,621,4.324636096708511,40.29,241.36733020394502,1.03,5234.79,2019-01-01 10:37:00,2020-03-10 13:20:00,434,1.4308755760368663
Jeremy,Moore,Lubbock,TX,617,4.148216592559536,44.35,102.99913423397754,1.05,1757.13,2019-01-01 07:47:00,2020-03-10 08:55:00,434,1.4216589861751152
Jeremy,Nunez,Roland,AR,7,6.485805760772251,725.12,310.437817053823,300.81,1031.45,2019-12-23 05:14:00,2019-12-24 23:24:00,1,7.0
Jeremy,Perry,Minnesota Lake,MN,610,4.1383682455345605,42.69,86.29596961944529,1.06,888.43,2019-01-01 17:10:00,2020-03-10 07:40:00,433,1.4087759815242493
Jeremy,Roberson,Graniteville,VT,1234,4.5478537560414125,75.78999999999999,84.81559620604831,25.61,588.27,2019-01-02 14:22:00,2020-03-10 13:25:00,432,2.8564814814814814
Jeremy,White,Boulder,MT,283,4.311233968100938,38.37,158.70145134416683,1.03,1358.77,2019-01-04 00:32:00,2020-03-10 08:31:00,431,0.6566125290023201
Jeremy,Whitney,Sacramento,CA,914,4.087413779902323,35.51,147.15503661526074,1.0,3530.56,2019-01-01 11:22:00,2020-03-10 10:57:00,433,2.1108545034642034
Jerry,Kelly,Fairview,NJ,920,4.156817602537247,47.725,104.83788845617399,1.02,2338.86,2019-01-01 02:01:00,2020-03-10 09:53:00,434,2.119815668202765
Jerry,Perkins,Brashear,MO,326,4.418013523303462,44.625,161.88340016271763,1.01,1566.86,2019-01-01 18:57:00,2020-03-10 12:40:00,433,0.7528868360277137
Jerry,Robinson,Arcadia,MI,953,4.143948699061587,40.68,102.72918371909196,1.01,1210.19,2019-01-01 00:43:00,2020-03-10 09:38:00,434,2.195852534562212
Jesse,Roberts,Acworth,NH,1264,4.583988570349703,76.95,99.15970026885437,7.73,1148.2,2019-01-01 03:35:00,2020-03-10 08:33:00,434,2.912442396313364
Jessica,Bell,Bethel,OH,319,4.478571090918053,54.45,123.78702849163713,1.05,1586.6,2019-01-01 18:48:00,2020-03-09 21:03:00,433,0.7367205542725174
Jessica,Benitez,Montrose,NY,638,4.129211809080219,50.085,111.27674681015735,1.12,2405.26,2019-01-01 10:08:00,2020-03-10 14:19:00,434,1.4700460829493087
Jessica,Dominguez,Gadsden,AL,955,4.080879443932961,43.02,75.02809109754004,1.07,982.4,2019-01-01 07:57:00,2020-03-10 13:10:00,434,2.2004608294930876
Jessica,Garcia,Mc Cracken,KS,955,4.101767900799589,41.24,108.97470841070866,1.0,2838.23,2019-01-01 19:08:00,2020-03-10 07:03:00,433,2.2055427251732103
Jessica,Jordan,Coleharbor,ND,1234,4.119618761070761,37.82,123.3229631719144,1.01,2455.56,2019-01-01 10:12:00,2020-03-10 11:22:00,434,2.8433179723502304
Jessica,Perez,Superior,AZ,1893,4.457027946832334,52.07,110.42857208671992,1.03,1469.33,2019-01-01 12:41:00,2020-03-10 11:27:00,433,4.371824480369515
Jessica,Potter,Red River,NM,1563,4.122546658340819,31.92,137.4244223463206,1.01,2359.2,2019-01-01 16:31:00,2020-03-10 14:18:00,433,3.6096997690531176
Jessica,Shaw,West Columbia,SC,949,4.258890668134102,46.53,148.4509453341615,1.01,3209.96,2019-01-01 08:58:00,2020-03-10 09:47:00,434,2.186635944700461
Jessica,Smith,Dubre,KY,666,4.059946615228444,33.94,90.06898633503573,1.01,1004.44,2019-01-01 16:24:00,2020-03-10 15:15:00,433,1.53810623556582
Jessica,Terry,Maysville,KY,673,4.381486927393915,46.11,120.18167853295297,1.07,2018.47,2019-01-01 02:16:00,2020-03-10 16:04:00,434,1.5506912442396312
Jessica,Ward,Phoenix,AZ,1842,4.435646451742157,52.17,101.46409311037843,1.04,943.23,2019-01-01 02:32:00,2020-03-10 13:59:00,434,4.244239631336406
Jessica,Werner,Center Point,WV,905,4.026179682504114,33.63,105.67375322086335,1.04,1727.69,2019-01-01 06:50:00,2020-03-09 20:10:00,433,2.0900692840646653
Jill,Flores,Baroda,MI,945,4.44039349647084,56.92,108.23088357203244,1.0,1492.45,2019-01-02 06:28:00,2020-03-10 00:39:00,432,2.1875
Jill,Jacobs,Brandon,FL,885,4.589382943858948,53.38,306.89906730344615,1.0,8428.57,2019-01-01 16:01:00,2020-03-10 15:07:00,433,2.043879907621247
Jim,Johnson,Gretna,LA,940,4.039655812145407,34.05,107.1754213767393,1.04,1824.09,2019-01-01 16:34:00,2020-03-10 14:48:00,433,2.1709006928406467
Joanna,Hudson,Sebring,FL,1886,4.524150463545212,53.605000000000004,129.90283447568973,1.02,1510.15,2019-01-01 11:05:00,2020-03-10 15:48:00,434,4.345622119815668
Joanne,Padilla,Gardiner,OR,929,4.191248050761559,38.89,157.8397463996401,1.1,3907.4,2019-01-01 05:36:00,2020-03-10 14:29:00,434,2.140552995391705
Joanne,Williams,Altonah,UT,1254,4.0780584878214015,38.980000000000004,99.48067173616451,1.01,1549.66,2019-01-01 13:52:00,2020-03-10 13:06:00,433,2.8960739030023093
Jodi,Foster,Bailey,NC,938,4.292874083501462,54.2,189.54558548410026,1.05,5074.28,2019-01-01 00:18:00,2020-03-09 19:38:00,433,2.1662817551963047
Jodi,Rodriguez,Walnut Ridge,AR,1893,4.491312202677268,53.31,119.78229279138972,1.05,1707.05,2019-01-01 10:49:00,2020-03-10 04:43:00,433,4.371824480369515
Joe,Allen,Aurora,CO,9,5.977979587920733,289.41,453.502486673937,8.45,1162.35,2019-03-25 00:51:00,2019-03-26 03:55:00,1,9.0
Joe,Howard,Shippingport,PA,1225,4.620223015418735,76.38,104.17174116663688,21.85,1007.57,2019-01-01 11:27:00,2020-03-09 14:52:00,433,2.8290993071593533
Joel,Rivera,Tryon,OK,627,4.143486048180083,36.97,124.59421468305001,1.01,2148.95,2019-01-01 14:55:00,2020-03-10 00:35:00,433,1.4480369515011546
John,Chandler,Detroit,MI,622,4.375114335050439,51.31,147.26045695930054,1.03,1479.87,2019-01-05 15:03:00,2020-03-10 10:10:00,429,1.4498834498834499
John,Clarke,Cadiz,KY,940,4.095384978248404,49.205,90.59462812422295,1.02,1545.68,2019-01-01 06:22:00,2020-03-10 10:49:00,434,2.165898617511521
John,Davis,Rockwood,PA,627,4.33925335066423,40.36,249.17255715382387,1.04,3523.52,2019-01-01 16:55:00,2020-03-09 15:32:00,432,1.4513888888888888
John,Hudson,Stillwater,OK,598,4.362470005545765,55.385000000000005,304.03292675351076,1.12,7123.0,2019-01-01 06:21:00,2020-03-10 12:51:00,434,1.3778801843317972
John,Mccormick,Warren,MI,649,4.246798227323221,44.52,118.3726968382898,1.01,1162.18,2019-01-01 07:03:00,2020-03-09 22:45:00,433,1.4988452655889146
John,Miller,Lamberton,MN,953,4.617647735369088,76.93,96.14223990648793,26.08,642.93,2019-01-01 04:58:00,2020-03-09 21:42:00,433,2.2009237875288683
John,Myers,Highland,IN,961,3.9536898957849735,36.34,82.4602476101274,1.02,1731.84,2019-01-01 09:26:00,2020-03-10 14:27:00,434,2.2142857142857144
John,Nichols,Bryant,WI,314,4.691447509125041,75.16499999999999,136.53654683147658,12.37,982.17,2019-01-02 04:55:00,2020-03-06 18:39:00,429,0.7319347319347319
John,Nichols,Dalton,WI,313,4.1152611254399805,40.34,100.28955911090905,1.05,1203.08,2019-01-03 16:53:00,2020-03-09 20:58:00,431,0.7262180974477959
John,Peters,Mayersville,MS,1221,4.546713053762864,76.36,79.73346298836398,26.04,574.55,2019-01-01 09:13:00,2020-03-10 05:48:00,433,2.81986143187067
John,Robertson,Indianapolis,IN,623,4.321220039037973,36.19,340.95036554050637,1.01,8059.02,2019-01-03 06:51:00,2020-03-10 13:52:00,432,1.4421296296296295
John,Ross,Nanuet,NY,8,6.4415145610969295,835.2049999999999,459.12584269107066,8.75,1100.75,2019-11-19 17:09:00,2019-11-20 23:01:00,1,8.0
John,Stevens,Hudson,NY,1502,3.953770866807229,21.085,175.87728463280024,1.0,5444.24,2019-01-01 06:50:00,2020-03-10 15:28:00,434,3.4608294930875574
John,Vega,Garfield,KS,306,4.585603864102922,76.43,92.29613640491011,28.32,629.87,2019-01-01 11:55:00,2020-03-09 19:22:00,433,0.7066974595842956
John,Williams,Harmony,PA,298,4.111794333798747,46.875,79.09131993048636,1.31,992.86,2019-01-04 11:19:00,2020-03-10 10:59:00,430,0.6930232558139535
Johnny,Bennett,Boonton,NJ,650,4.135144648810071,35.335,138.67180918070738,1.02,1894.29,2019-01-01 02:48:00,2020-03-09 23:01:00,433,1.5011547344110854
Jonathan,Byrd,Premier,WV,330,4.663648620473208,75.39500000000001,124.36934638412977,14.06,1097.05,2019-01-04 05:35:00,2020-03-08 05:58:00,429,0.7692307692307693
Jonathan,Castro,Andrews,NC,949,4.166360327667477,46.81,87.51871605193855,1.0,992.43,2019-01-01 05:20:00,2020-03-10 15:47:00,434,2.186635944700461
Jordan,May,Aledo,TX,626,4.070582846085351,37.79,109.5477359206621,1.05,1369.62,2019-01-01 05:11:00,2020-03-10 04:31:00,433,1.4457274826789839
Jose,Campbell,Dadeville,AL,318,4.311820510647264,42.614999999999995,265.2597695096699,1.03,3251.86,2019-01-07 03:24:00,2020-03-09 03:44:00,427,0.7447306791569087
Jose,Jones,Clarion,PA,5,6.60136597906466,956.19,375.4300769117999,299.97,1066.46,2019-05-01 01:51:00,2019-05-01 23:45:00,1,5.0
Jose,Vasquez,Lake Jackson,TX,1550,4.080563696702742,21.46,234.96726518780946,1.0,6756.43,2019-01-01 18:39:00,2020-03-10 09:47:00,433,3.579676674364896
Joseph,Davis,Nazareth,TX,1209,4.558229427239024,76.98,85.31369832177916,10.47,925.74,2019-01-01 13:06:00,2020-03-10 14:59:00,434,2.7857142857142856
